index,Country_Code,Country_Name,Continent_Name,Years,GDP,Expenditures,PopTotal,Departure,Receipts,Arrivals,Jobs,Receipts_PCapita,Ratio GDP,AVG_Exp_Arrivals,Jobs_per_tourist,Cos_of_oneJob,GDP_N,Expenditures_N,PopTotal_N,Arrivals_N,Departure_N
BLR2004,BLR,Belarus,Europe,2004,2378.62328600741,500000000.0,9730146.0,515000.0,362000000.0,67000.0,77.0307,37.203963845969014,0.015640965118279396,7462.686567164179,1.14971,6490.93,-0.36139641868975697,-0.3246231785047501,-0.2498780702472471,-0.3406843849368062,-0.3224641023702592
BEL2004,BEL,Belgium,Europe,2004,35364.3753314368,15456000000.0,10421137.0,8783000.0,10089000000.0,6710000.0,119.551,968.1285257069358,0.027375812993544604,2303.4277198211626,0.01782,129260.815,-0.15117768004236318,-0.2349086553164171,-0.24923431890117465,-0.2992134071158445,-0.27718680808327134
BGR2004,BGR,Bulgaria,Europe,2004,3363.7996442181297,1935000000.0,7716860.0,3882000.0,2796000000.0,4630000.0,109.928,362.32353573862946,0.10771257924395397,417.92656587473004,0.02374,17604.32,-0.35511787360510766,-0.3160152391643343,-0.25175371779190225,-0.3121984490950106,-0.30402570736974055
HRV2004,HRV,Croatia,Europe,2004,9662.7836671978,881000000.0,4304600.0,2357000.0,6945000000.0,7912000.0,145.173,1613.390326627329,0.16696951750087258,111.34984833164813,0.01835,6068.112,-0.3149743451432683,-0.3223377256206397,-0.2549326983692892,-0.29170955112596103,-0.31237692577656884
CYP2004,CYP,Cyprus,Europe,2004,23792.617929064,900691900.0,1010408.0,859000.0,2552697000.0,2349000.0,27.9285,2526.402205841601,0.10618428847863189,383.4363133248191,0.01189,32248.639,-0.22492467970786031,-0.3222196024982024,-0.25800168267475937,-0.3264382956115865,-0.3205802865460304
CZE2004,CZE,Czech Republic,Europe,2004,11685.887240723401,2682000000.0,10197101.0,6643000.0,4931000000.0,6061000.0,229.993,483.56881039032567,0.04138058158777774,442.5012374195677,0.03795,11660.112,-0.3020810728966979,-0.3115343118561179,-0.24944303866245762,-0.30326498992569006,-0.2889058948967878
DNK2004,DNK,Denmark,Europe,2004,46511.5983324305,7279000000.0,5404523.0,4630000.0,5652000000.0,4421000.0,53.592,1045.7907201061037,0.022484514779121657,1646.4600769056774,0.01212,135846.541,-0.08013624507787481,-0.2839589131467861,-0.25390797169148005,-0.313503196101571,-0.2999295031938012
EST2004,EST,Estonia,Europe,2004,8912.99219516932,486000000.0,1362550.0,1529333.3333333335,1111000000.0,1750000.0,24.8472,815.3829217276431,0.09148251270427073,277.7142857142857,0.0142,19557.344,-0.3197527784887115,-0.32470715840075415,-0.2576736148902171,-0.33017773798924055,-0.3169094012528868
FIN2004,FIN,Finland,Europe,2004,37702.8453762641,3383000000.0,5228172.0,5798000.0,2975000000.0,2083000.0,60.5614,569.0325413930528,0.0150925622645788,1624.0998559769564,0.02907,55868.588,-0.13627457210317567,-0.30732931849191486,-0.2540722664415292,-0.32809888271084525,-0.2935332913254894
FRA2004,FRA,France,Europe,2004,33741.2651469175,36029000000.0,62704895.0,21131000.0,52108000000.0,74433000.0,1148.68,831.0037039373083,0.02462870613531888,484.04605484126665,0.01543,31370.451,-0.16152178786217153,-0.11150019813845681,-0.20052494411883087,0.12356832267024469,-0.20956658192752323
GEO2004,GEO,Georgia,Europe,2004,1305.0474855720802,196000000.0,3927340.0,466000.0,209000000.0,368000.0,73.8602,53.21668101055676,0.040777582117809845,532.6086956521739,0.20071,2653.623,-0.36823833486917457,-0.32644674196083817,-0.25528416695979084,-0.3388052995350134,-0.32273243660103595
DEU2004,DEU,Germany,Europe,2004,34044.0536341248,80624000000.0,82516260.0,84859000.0,36390000000.0,20137000.0,2888.99,441.0039912133681,0.012953921291303516,4003.774147092417,0.14347,27906.699,-0.15959211186842712,0.15600576345446301,-0.18206798464138077,-0.21539121545514103,0.13942125192844668
GRC2004,GRC,Greece,Europe,2004,21955.1040911595,2880000000.0,10955141.0,3765000.0,12809000000.0,13313000.0,377.149,1169.222742089764,0.053255167328519586,216.3299031022309,0.02833,7636.071,-0.2366351855262335,-0.3103465961840606,-0.2487368221265306,-0.25799214164063594,-0.30466642379833003
HUN2004,HUN,Hungary,Europe,2004,10285.7936270098,2482000000.0,10107146.0,17558000.0,4009000000.0,3270000.0,137.868,396.65005333849933,0.038562902166044154,759.0214067278288,0.04216,18003.354,-0.31100389245399607,-0.3127340246561759,-0.24952684388182508,-0.3206886688506192,-0.2291330759390626
ISL2004,ISL,Iceland,Europe,2004,47367.2818601205,699000000.0,292074.0,347800.0,558000000.0,360000.0,4.63176,1910.4747427021919,0.04033321456662812,1941.6666666666667,0.01287,150867.651,-0.07468295992540641,-0.32342946426869246,-0.2586709077144916,-0.33885524200416406,-0.32337972448017505
IRL2004,IRL,Ireland,Europe,2004,47631.01065712231,5291000000.0,4070262.0,5409000.0,6075000000.0,6953000.0,33.6608,1492.532913114684,0.031335318997509125,760.9664892852006,0.00484,157224.481,-0.07300221197779681,-0.29588405837936205,-0.25515101583353395,-0.2976964046153938,-0.2956635365453295
ITA2004,ITA,Italy,Europe,2004,31259.716495430897,24062000000.0,57685327.0,21557000.0,37871000000.0,37071000.0,1095.38,656.510103513845,0.021001793269935905,649.0787947452186,0.02955,21965.441,-0.17733673810763484,-0.18328501352992382,-0.20520134895869455,-0.1096754938805263,-0.20723371698240267
KAZ2004,KAZ,Kazakhstan,Europe,2004,2874.28829127649,997000000.0,15012985.0,3915000.0,803000000.0,4291000.0,131.264,53.487031393157324,0.018608791454737265,232.34677231414588,0.03059,7595.514,-0.35823753748384074,-0.3216418921966061,-0.2449563929499537,-0.3143147612252689,-0.3038449924796256
LVA2004,LVA,Latvia,Europe,2004,6343.14352575203,428000000.0,2263122.0,2457000.0,343000000.0,1079000.0,26.2709,151.5605433555946,0.0238936014517543,396.66357738646894,0.02435,16290.085,-0.33613046619628767,-0.32505507511277093,-0.2568346105656526,-0.3343666625892504,-0.3118293048974326
LTU2004,LTU,Lithuania,Europe,2004,6706.966998439279,643000000.0,3377075.0,2567500.0,834000000.0,1800000.0,33.5168,246.95927688902378,0.03682130491271115,357.22222222222223,0.01862,19184.867,-0.33381181323929904,-0.32376538385270864,-0.25579681304989416,-0.3298655975570491,-0.311224183825987
LUX2004,LUX,Luxembourg,Europe,2004,75716.3510789884,2920000000.0,458095.0,1100000.0,3824000000.0,878000.0,4.78693,8347.613486285596,0.11024849147282921,3325.740318906606,0.00545,610227.581,0.1059861230413964,-0.310106653624049,-0.25851623675318197,-0.3356214671266602,-0.31926052022731194
MLT2004,MLT,Malta,Europe,2004,15109.054968395902,291000000.0,401268.0,203000.0,949000000.0,1156000.0,21.0653,2365.0029406780504,0.15652884615384638,251.73010380622839,0.01822,13816.142,-0.280265168839131,-0.32587687838081064,-0.25856917877086855,-0.3338859663236755,-0.32417267951316436
MDA2004,MDA,Moldova,Europe,2004,720.945951145159,135000000.0,3603945.0,93300.0,112000000.0,69000.0,23.2451,31.077055837422602,0.043105944055944055,1956.5217391304348,0.33689,5807.598,-0.37196082352549276,-0.32681265436485585,-0.2555854530352435,-0.3406718993195186,-0.3247734196175769
NLD2004,NLD,Netherlands,Europe,2004,40362.3947822685,16937000000.0,16281779.0,17130000.0,16495000000.0,9646000.0,562.414,1013.0956819890505,0.025099989419708837,1755.857350196973,0.05831,30112.457,-0.11932522013052178,-0.22602478203198803,-0.2437743401513085,-0.28088452093756006,-0.23147689330176588
NOR2004,NOR,Norway,Europe,2004,57603.836021826,8894000000.0,4591910.0,2960000.0,3531000000.0,3628000.0,131.166,768.9610641323545,0.013349129454520988,2451.48842337376,0.03615,67814.341,-0.009445232405786742,-0.2742712322863182,-0.2546650303399805,-0.3184537433561281,-0.3090747718753771
POL2004,POL,Poland,Europe,2004,6681.17881781198,5092000000.0,38182222.0,37226000.0,6499000000.0,14290000.0,280.184,170.21010458741767,0.025476058825672894,356.333100069979,0.01961,18170.989,-0.3339761617372813,-0.29707777261541973,-0.22337112265522954,-0.2518929175956142,-0.12142700143053861
PRT2004,PRT,Portugal,Europe,2004,18031.0004215768,3367000000.0,10483861.0,17141000.0,8897000000.0,5654000.0,187.03,848.6377299355647,0.04706548223026174,595.5076052352317,0.03308,18002.044,-0.26164356255535715,-0.30742529551591946,-0.24917588303235574,-0.30580581304372884,-0.2314166550050609
ROU2004,ROU,Romania,Europe,2004,3494.9445171830394,672000000.0,21451748.0,6972000.0,607000000.0,6600000.0,195.031,28.296062400136343,0.008096283720962544,101.81818181818181,0.02955,3445.624,-0.35428208517934173,-0.3235914254967003,-0.23895781648760975,-0.2999001160666658,-0.28710422220442944
RUS2004,RUS,Russian Federation,Europe,2004,4102.37229354976,16082000000.0,144067054.0,24507000.0,7262000000.0,22064000.0,903.229,50.40708335717061,0.0122873010419914,728.8796229151559,0.04094,17803.606,-0.35041093800066475,-0.23115355425223574,-0.12472511550223368,-0.2033613231984809,-0.19107890104788236
SVK2004,SVK,Slovak Republic,Europe,2004,10671.8218610632,900000000.0,5372280.0,2987000.0,931000000.0,1401000.0,34.183,173.29699866723254,0.016238745447908695,642.3982869379015,0.0244,26327.799,-0.3085437281887332,-0.3222237529046342,-0.2539380103962554,-0.33235647820593717,-0.3089269142380103
SVN2004,SVN,Slovenia,Europe,2004,17233.1385611279,937000000.0,1997012.0,2800000.0,1725000000.0,1499000.0,28.4138,863.7905030114991,0.05012380652238918,625.0833889259507,0.01896,32968.533,-0.2667283492744057,-0.3220018060366235,-0.2570825279346246,-0.33174468295884185,-0.3099509652819951
ESP2004,ESP,Spain,Europe,2004,24861.282796441297,14864000000.0,42921895.0,5121000.0,49996000000.0,52430000.0,826.577,1164.8134361262476,0.04685250739728449,283.5018119397292,0.01577,17977.287,-0.2181140609853453,-0.23845980520458862,-0.2189554777717314,-0.013792195919943582,-0.297240684677242
SWE2004,SWE,Sweden,Europe,2004,42544.4104669386,11088000000.0,8993531.0,13950000.0,7686000000.0,4676000.0,131.656,854.6142777514193,0.020087580680323278,2371.25748502994,0.02816,84206.587,-0.10541919839397215,-0.2611103828696826,-0.25056432650498006,-0.3119112798973944,-0.24889123725829967
CHE2004,CHE,Switzerland,Europe,2004,53340.19697562401,9924000000.0,7389625.0,9248600.0,11404000000.0,6879500.0,145.546,1543.2447519326083,0.028932115729491163,1442.5466967076095,0.02116,68173.284,-0.036617473957410045,-0.2680927113660198,-0.25205858134545367,-0.29815525105071533,-0.27463708527001285
TUR2004,TUR,Turkey,Europe,2004,6040.60769792051,2524000000.0,67010930.0,7299000.0,15888000000.0,16826000.0,491.545,237.09564991860282,0.03925029761496073,150.0059431831689,0.02921,5135.431,-0.3380585319876874,-0.3124820849681637,-0.19651329153944114,-0.2360611548748617,-0.28531350192965377
UKR2004,UKR,Ukraine,Europe,2004,1366.01722495517,2660000000.0,47451600.0,15588000.0,2931000000.0,15629000.0,452.715,61.76820170447361,0.045217732672807785,170.1964297139932,0.02897,5874.92,-0.36784977372037553,-0.3116662802641243,-0.21473544640943995,-0.24353379682152604,-0.23992120725804736
GBR2004,GBR,United Kingdom,Europe,2004,40290.3139710116,69076000000.0,59987905.0,64194000.0,37166000000.0,25678000.0,1476.62,619.5582259457135,0.015377349166141476,2690.084897577693,0.05751,46775.95,-0.11978459232255903,0.0867343463791174,-0.20305618688431612,-0.18079981275967982,0.02625539725493397
ALB2005,ALB,Albania,Europe,2005,2673.78728253113,808000000.0,3011487.0,2097000.0,880000000.0,748000.0,51.1946,292.21444422639047,0.1092885908073311,1080.2139037433155,0.06844,15783.371,-0.35951533370015654,-0.32277562079266087,-0.25613740759759146,-0.3364330322503581,-0.31380074006232317
ARM2005,ARM,Armenia,Europe,2005,1643.7530293610998,255000000.0,2981269.0,269000.0,243000000.0,319000.0,19.301,81.50891449245272,0.04958708092792621,799.3730407523511,0.0605,13212.778,-0.3660797588849089,-0.3260928266848211,-0.2561655597416507,-0.3391111971585611,-0.32381124973293446
AUT2005,AUT,Austria,Europe,2005,38403.1338770715,11077000000.0,8227829.0,8206000.0,18471000000.0,19952000.0,237.368,2244.942134796433,0.058457263982218136,555.182437850842,0.0119,46653.986,-0.1318116220050164,-0.26117636707368574,-0.25127768122767596,-0.21654613505424958,-0.28034658055588774
AZE2005,AZE,Azerbaijan,Europe,2005,1578.40239029603,188000000.0,8391850.0,1830000.0,100000000.0,693000.0,59.1292,11.91632357585038,0.007549610700738655,271.2842712842713,0.08532,3179.609,-0.36649623957921407,-0.3264947304728405,-0.25112487353620944,-0.3367763867257687,-0.3152628878096171
BLR2005,BLR,Belarus,Europe,2005,3125.8105350285305,516000000.0,9663915.0,572000.0,346000000.0,91000.0,89.6058,35.803295041398854,0.011454083553746825,5670.32967032967,0.98468,5758.551,-0.35663458210024074,-0.32452720148074543,-0.24993977335973586,-0.3405345575293543,-0.3221519584691515
BEL2005,BEL,Belgium,Europe,2005,36795.9768819639,16771000000.0,10478617.0,9327000.0,10881000000.0,6747000.0,112.811,1038.4003919601223,0.028220487128012894,2485.6973469690233,0.01672,148666.109,-0.14205405988712222,-0.22702054365603613,-0.2491807685258843,-0.2989824231960228,-0.27420775050077
BGR2005,BGR,Bulgaria,Europe,2005,3869.5294551051097,1858000000.0,7658972.0,4235000.0,3063000000.0,4837000.0,109.148,399.9231228420733,0.1033518745578873,384.12238991110195,0.02257,17019.158,-0.35189484922795766,-0.31647712859235666,-0.2518076482742406,-0.3109061877057378,-0.30209260566638946
HRV2005,HRV,Croatia,Europe,2005,10530.216009766,786000000.0,4310145.0,2357000.0,7625000000.0,7743000.0,147.82399999999996,1769.0820146421988,0.16800054367370104,101.51104223169314,0.01909,5317.498,-0.30944618460093776,-0.3229075892006672,-0.2549275324536493,-0.2927645857867682,-0.31237692577656884
CYP2005,CYP,Cyprus,Europe,2005,24959.265905382203,987909000.0,1027662.0,914000.0,2618621000.0,2470000.0,28.0619,2548.134503367839,0.10209172469364816,399.96315789473687,0.01136,35208.024,-0.21748961302545217,-0.32169642514193275,-0.25798560824582306,-0.3256829157656831,-0.3202790950625054
CZE2005,CZE,Czech Republic,Europe,2005,13346.1763898857,2603000000.0,10211216.0,6963000.0,5772000000.0,6336000.0,257.25,565.2607877455536,0.042353762698201125,410.8270202020202,0.0406,10118.892,-0.2915000229256024,-0.31200819841214084,-0.24942988863554003,-0.30154821754863687,-0.2871535080835517
DNK2005,DNK,Denmark,Europe,2005,48799.8256011275,6850000000.0,5419432.0,5469000.0,5293000000.0,9587000.0,55.4559,976.6706178802502,0.020013813693991658,714.509231250652,0.00578,123617.514,-0.0655533351747881,-0.2865322971029104,-0.25389408194643476,-0.281252846647546,-0.29533496401784776
EST2005,EST,Estonia,Europe,2005,10406.3968759176,530000000.0,1354775.0,983666.6666666667,1229000000.0,1917000.0,25.2682,907.1617058183093,0.08717346807305183,276.4736567553469,0.01318,20976.757,-0.3102352859711953,-0.32444322158474137,-0.2576808583517321,-0.32913518894572097,-0.31989758585004047
FIN2005,FIN,Finland,Europe,2005,39040.2888825052,3622000000.0,5246096.0,5902000.0,3069000000.0,2080000.0,59.4185,585.0064505110086,0.014984685494301314,1741.3461538461538,0.02857,60950.163,-0.12775102270806313,-0.3058956616958456,-0.25405556781719546,-0.32811761113677673,-0.29296376561118764
FRA2005,FRA,France,Europe,2005,34760.1877663866,38643000000.0,63179351.0,22480000.0,52139000000.0,74988000.0,1130.68,825.2538080044538,0.023741350695535693,515.3224515922548,0.01508,34172.576,-0.15502817730119076,-0.0958199518416995,-0.2000829243404949,0.12703308146757025,-0.2021791762679748
GEO2005,GEO,Georgia,Europe,2005,1642.76093756395,237000000.0,3902469.0,857000.0,287000000.0,560000.0,57.0353,73.54318509640947,0.04476803862007253,423.2142857142857,0.10185,4155.27,-0.3660860815021993,-0.3262008008368263,-0.25530733765192454,-0.3376066802753981,-0.3205912389636131
DEU2005,DEU,Germany,Europe,2005,34507.368814233196,84539000000.0,82469422.0,86622000.0,40531000000.0,21500000.0,2941.02,491.467007007761,0.014242378480188453,3932.046511627907,0.13679,28745.131,-0.1566393966286946,0.17949014151559725,-0.18211162055783606,-0.20688226727360096,0.14907580802761936
GRC2005,GRC,Greece,Europe,2005,22551.735744098998,3045000000.0,10987314.0,3765000.0,13453000000.0,14765000.0,399.3730000000001,1224.4120810600298,0.054293474123401596,206.23095157466983,0.02705,7624.065,-0.2328328422191804,-0.30935683312401274,-0.24870684863619974,-0.24892758348979502,-0.30466642379833003
HUN2005,HUN,Hungary,Europe,2005,11200.576949626398,2721000000.0,10087065.0,17759000.0,4761000000.0,3446000.0,145.584,471.9906137216326,0.042139848317132994,789.611143354614,0.04225,18689.021,-0.305173963339411,-0.3113003678601066,-0.2495455520426846,-0.3195899345293051,-0.22803235797199867
ISL2005,ISL,Iceland,Europe,2005,56658.58959125519,991000000.0,296734.0,364000.0,635000000.0,374000.0,4.81425,2139.9637385672017,0.03776944950457235,2649.7326203208554,0.01287,205884.43,-0.015469303406862485,-0.32167788358060784,-0.25866656629575724,-0.33876784268315047,-0.32329100989775494
IRL2005,IRL,Ireland,Europe,2005,50878.22361163639,6186000000.0,4159914.0,6113000.0,6780000000.0,7333000.0,35.7206,1629.8413861440404,0.0320341645295037,843.5837992636029,0.00487,173220.493,-0.052307670574669556,-0.29051534359910275,-0.2550674928995477,-0.2953241373307385,-0.2918082855562101
ITA2005,ITA,Italy,Europe,2005,32043.1403684119,26774000000.0,57969484.0,23147000.0,38373000000.0,36513000.0,1083.54,661.951726187523,0.020658141448585184,733.2730808205297,0.02968,24705.966,-0.1723439649194564,-0.16701690796113813,-0.20493661837429342,-0.11315898110378336,-0.1985265450041358
KAZ2005,KAZ,Kazakhstan,Europe,2005,3771.27895733845,940000000.0,15147029.0,2975000.0,801000000.0,4365000.0,131.441,52.88165751844801,0.014022207881373172,215.34936998854525,0.03011,7152.088,-0.3525210012612216,-0.3219838103446226,-0.24483151287853028,-0.3138527933856255,-0.30899262874350664
LVA2005,LVA,Latvia,Europe,2005,7552.87389420335,655000000.0,2238799.0,2959000.0,446000000.0,1116000.0,29.4814,199.2139535527754,0.026375914167674288,586.9175627240144,0.02642,22214.896,-0.3284208347224004,-0.3236934010847052,-0.2568572707218493,-0.33413567866942867,-0.30908024808416845
LTU2005,LTU,Lithuania,Europe,2005,7863.162008651659,743000000.0,3322528.0,1633000.0,920000000.0,2000000.0,32.8599,276.8975912317368,0.035214534677916166,371.5,0.01643,22611.077,-0.3264433634812789,-0.3231655274526797,-0.2558476309399596,-0.3286170358282831,-0.31634170094151554
LUX2005,LUX,Luxembourg,Europe,2005,80289.696409954,3015000000.0,465158.0,1185000.0,3770000000.0,913000.0,4.90064,8104.773001861733,0.10094412314725025,3302.300109529025,0.00537,614953.465,0.13513212782402048,-0.30953679004402146,-0.2585096566157311,-0.3354029688241262,-0.3187950424800461
MLT2005,MLT,Malta,Europe,2005,15835.346668788301,311000000.0,403834.0,225000.0,924000000.0,1171000.0,20.3635,2288.0688599771192,0.14449123898796207,265.5849701110162,0.01739,15272.281,-0.27563649992364647,-0.32575690710080485,-0.25856678819565987,-0.33379232419401805,-0.3240522029197544
MDA2005,MDA,Moldova,Europe,2005,831.208178175711,170000000.0,3595187.0,93300.0,138000000.0,67000.0,22.9291,38.3846514798813,0.04617934771061297,2537.313432835821,0.34223,7414.059,-0.3712581205446757,-0.3266027046248457,-0.2555936122938864,-0.3406843849368062,-0.3247734196175769
NLD2005,NLD,Netherlands,Europe,2005,41979.0558457881,13724000000.0,16319868.0,17039000.0,8770000000.0,10012000.0,508.034,537.3817974508128,0.01280118827409812,1370.7550938873353,0.05074,27015.276,-0.10902221266458968,-0.2452981681649189,-0.2437388551087818,-0.2785996529739183,-0.2319752283017799
NOR2005,NOR,Norway,Europe,2005,66810.478520868,10400000000.0,4623291.0,3166000.0,4243000000.0,3824000.0,132.61700000000002,917.7445244091276,0.013736535716062467,2719.665271966527,0.03468,78421.721,0.04922885120038875,-0.2652373949018819,-0.25463579470450753,-0.31723015286193745,-0.30794667286435634
POL2005,POL,Poland,Europe,2005,8021.003655337259,5894000000.0,38165445.0,40841000.0,7161000000.0,15200000.0,273.197,187.63045996188436,0.023392391778432005,387.7631578947368,0.01797,21578.362,-0.32543743607884845,-0.29226692428718737,-0.2233867526943083,-0.24621196172972903,-0.10163050664976202
PRT2005,PRT,Portugal,Europe,2005,18773.1253616354,3742000000.0,10503330.0,18110000.0,9042000000.0,5769000.0,191.371,860.8698384226717,0.04585650081376104,648.6392789044895,0.03317,19554.998,-0.25691398814386485,-0.30517583401581083,-0.2491577450320682,-0.3050878900496884,-0.22611020868623033
ROU2005,ROU,Romania,Europe,2005,4617.92901643258,1071000000.0,21319685.0,7140000.0,1324000000.0,5839000.0,267.088,62.10223087254807,0.013448069611196184,183.42181880458983,0.04574,4010.097,-0.34712528655223496,-0.32119799846058467,-0.23908085099025356,-0.3046508934446203,-0.2861842191274805
RUS2005,RUS,Russian Federation,Europe,2005,5323.47387656258,17963000000.0,143518523.0,28416000.0,7805000000.0,22201000.0,902.763,54.383224108291586,0.010215739828784015,809.1076978514482,0.04066,19899.353,-0.34262883758992513,-0.2198702553676908,-0.12523614613738301,-0.20250605841427624,-0.1696724008824451
SVK2005,SVK,Slovak Republic,Europe,2005,11685.7548224391,1122000000.0,5372807.0,2987000.0,1282000000.0,1515000.0,39.2635,238.6089803709681,0.02041879056993296,740.5940594059406,0.02592,28572.302,-0.302081916800595,-0.32089207169656986,-0.25393751942465176,-0.3316447980205406,-0.3089269142380103
SVN2005,SVN,Slovenia,Europe,2005,18098.9087305,1019000000.0,2000474.0,2660000.0,1894000000.0,1555000.0,29.952,946.7756141794395,0.052311198883717665,655.3054662379421,0.01926,34024.168,-0.26121078178910834,-0.3215099237885997,-0.2570793026145262,-0.33139508567478737,-0.31071763451278595
ESP2005,ESP,Spain,Europe,2005,26419.2968638221,15175000000.0,43653155.0,10464000.0,49565000000.0,55914000.0,896.0169999999998,1135.4276684010583,0.04297720996336899,271.398934077333,0.01602,16941.257,-0.20818481178743073,-0.23659425180049853,-0.2182742104190033,0.007957749395159629,-0.26798130110499047
SWE2005,SWE,Sweden,Europe,2005,43163.9999589833,11088000000.0,9029572.0,15677000.0,7628000000.0,4883000.0,135.39600000000002,844.7797968718783,0.019571397406974153,2270.7352037681753,0.02773,81887.314,-0.10147054440186574,-0.2611103828696826,-0.2505307494507727,-0.3106190185081216,-0.23943382467561608
CHE2005,CHE,Switzerland,Europe,2005,54952.675489075096,10548000000.0,7437115.0,9723200.0,11952000000.0,7229000.0,145.313,1607.074786392304,0.029244705050108063,1459.122976898603,0.0201,72593.183,-0.026341121951645126,-0.26434960742983904,-0.2520143380030295,-0.2959733894296968,-0.272038076577632
TUR2005,TUR,Turkey,Europe,2005,7384.25162838323,3563000000.0,67903469.0,8246000.0,20760000000.0,20273000.0,464.652,305.72812119510417,0.04140272252098793,175.7509988654861,0.02292,7668.019,-0.3294954671873432,-0.30624957697186267,-0.19568177103820136,-0.21454219347958017,-0.2801275322042332
UKR2005,UKR,Ukraine,Europe,2005,1826.93220561452,3078000000.0,47105150.0,16454000.0,3542000000.0,17631000.0,421.89,75.19347672175972,0.0411583289684617,174.57886676875958,0.02393,7295.398,-0.3649123549910875,-0.3091588805120032,-0.21505821132800879,-0.23103569391657866,-0.23517881044472716
GBR2005,GBR,United Kingdom,Europe,2005,42030.2866138136,74930000000.0,60401206.0,66494000.0,41736000000.0,28039000.0,1458.57,690.9795807719469,0.01644003970567383,2672.3492278611934,0.05202,51371.573,-0.10869571813994079,0.12184994003681338,-0.20267114123960714,-0.16606054155159755,0.03885067747506846
ALB2006,ALB,Albania,Europe,2006,2972.7432646217603,989000000.0,2992547.0,2616000.0,1057000000.0,937000.0,56.0481,353.21082676395724,0.11881645851072119,1055.496264674493,0.05982,17644.538,-0.3576100823243616,-0.32168988070860843,-0.25615505276300554,-0.3352531414166742,-0.3109585876996059
ARM2006,ARM,Armenia,Europe,2006,2158.1436971017897,300000000.0,2958307.0,329000.0,406000000.0,382000.0,23.3667,137.24065825487347,0.06359199271076177,785.3403141361257,0.06117,12838.652,-0.3628015387250195,-0.325822891304808,-0.2561869519427192,-0.33871790021399983,-0.32348267720545265
AUT2006,AUT,Austria,Europe,2006,40635.281815972405,9628000000.0,8268641.0,10042000.0,16512000000.0,20269000.0,231.785,1996.9424237912856,0.049143068155278614,475.0111006956436,0.01144,41521.949,-0.11758610659024364,-0.26986828631010557,-0.2512396593432579,-0.21456716471415552,-0.2702922612149456
AZE2006,AZE,Azerbaijan,Europe,2006,2473.08181863536,256000000.0,8484550.0,1836000.0,201000000.0,682000.0,56.1213,23.690119098832582,0.009579189382381505,375.366568914956,0.08229,4561.509,-0.3607944329124983,-0.3260868281208208,-0.25103851097898233,-0.3368450576208509,-0.3152300305568689
BLR2006,BLR,Belarus,Europe,2006,3847.4341238215297,675000000.0,9604924.0,525000.0,401000000.0,89000.0,89.9811,41.74941936031977,0.010851236958633471,7584.269662921349,1.01102,7501.602,-0.3520356631365214,-0.3235734298046994,-0.24999473143539266,-0.34054704314664197,-0.3224093402823455
BEL2006,BEL,Belgium,Europe,2006,38672.705942976696,17891000000.0,10547958.0,7852000.0,11625000000.0,6995000.0,109.774,1102.1090527664217,0.028498369221732062,2557.6840600428877,0.01569,163013.643,-0.1300936348088744,-0.22030215197571165,-0.24911616802878955,-0.297434206652353,-0.28228515846803015
BGR2006,BGR,Bulgaria,Europe,2006,4490.20177692701,2099000000.0,7601022.0,4180000.0,3317000000.0,5158000.0,108.227,436.3886856267486,0.09718687651613797,406.94067468010854,0.02098,19396.6,-0.3479392943439262,-0.31503147466828685,-0.2518616365179441,-0.3089022461310684,-0.30239379714991443
HRV2006,HRV,Croatia,Europe,2006,11703.3259666948,770000000.0,4311159.0,2357000.0,8296000000.0,7988000.0,146.85,1924.3085212120452,0.16442407283948357,96.39459188783175,0.01838,5244.537,-0.3019699356101423,-0.32300356622467186,-0.2549265877758388,-0.29123509766902994,-0.31237692577656884
CYP2006,CYP,Cyprus,Europe,2006,26729.3267457419,1028462000.0,1045507.0,932000.0,2673047000.0,2401000.0,27.2629,2556.6992856097568,0.09565146589474238,428.34735526863807,0.01135,37739.855,-0.2062089862664476,-0.32145316537602897,-0.2579689832206481,-0.32611366956210736,-0.3201805233042609
CZE2006,CZE,Czech Republic,Europe,2006,15183.6360541375,2874000000.0,10238905.0,6393000.0,6702000000.0,6435000.0,268.129,654.562182186474,0.04310971231479877,446.6200466200466,0.04167,10718.024,-0.2797898623568062,-0.3103825875680623,-0.24940409259619742,-0.3009301794928977,-0.29027494709462853
DNK2006,DNK,Denmark,Europe,2006,52026.999514272306,7486000000.0,5437272.0,6129000.0,5562000000.0,9630000.0,56.5899,1022.9394446332647,0.019661703618957437,777.36240913811,0.00588,132204.491,-0.044986502910884095,-0.28271721039872616,-0.2538774615794344,-0.2809844058758613,-0.2917206662155483
EST2006,EST,Estonia,Europe,2006,12631.567772361499,706000000.0,1346810.0,438000.0,1361000000.0,1940000.0,24.8248,1010.536007306153,0.08000083802085567,363.91752577319585,0.0128,28431.057,-0.29605423536240244,-0.3233874743206904,-0.25768827882388223,-0.3289916043469129,-0.32288577044719413
FIN2006,FIN,Finland,Europe,2006,41188.0936997302,4099000000.0,5266268.0,5756000.0,3515000000.0,2317000.0,58.5496,667.4555871444446,0.016205061394934547,1769.0979715148899,0.02527,70007.834,-0.114063027390691,-0.3030343466677074,-0.2540367748775581,-0.326638065488189,-0.2937632920947266
